28800000,16_frequency1.0,48.768413,11.423026,NONE,8080
28802000,16_frequency1.0,48.768419,11.423034,NONE,8080
28804000,16_frequency1.0,48.768419,11.423034,NONE,8080
28806000,16_frequency1.0,48.768419,11.423034,NONE,8080
28808000,16_frequency1.0,48.768419,11.423034,NONE,8080
28810000,16_frequency1.0,48.768428,11.423046,NONE,8080
28812000,16_frequency1.0,48.76846,11.423091,NONE,8080
28814000,16_frequency1.0,48.768511,11.423179,NONE,8080
28816000,16_frequency1.0,48.768515,11.423329,NONE,8080
28818000,16_frequency1.0,48.768519,11.42348,NONE,8080
28820000,16_frequency1.0,48.768525,11.42363,NONE,8080
28822000,16_frequency1.0,48.768569,11.423757,NONE,8080
28824000,16_frequency1.0,48.768659,11.423832,NONE,8080
28826000,16_frequency1.0,48.768669,11.424042,NONE,8080
28828000,16_frequency1.0,48.768677,11.424267,NONE,8080
28830000,16_frequency1.0,48.768685,11.424492,NONE,8080
28832000,16_frequency1.0,48.768693,11.424718,NONE,8080
28834000,16_frequency1.0,48.768702,11.424944,NONE,8080
28836000,16_frequency1.0,48.768707,11.425169,NONE,8080
28838000,16_frequency1.0,48.768711,11.425395,NONE,8080
28840000,16_frequency1.0,48.768715,11.425621,NONE,8080
28842000,16_frequency1.0,48.768719,11.425846,NONE,8080
28844000,16_frequency1.0,48.768723,11.426072,NONE,8080
28846000,16_frequency1.0,48.768727,11.426298,NONE,8080
28848000,16_frequency1.0,48.76873,11.426524,NONE,8080
28850000,16_frequency1.0,48.768733,11.42675,NONE,8080
28852000,16_frequency1.0,48.768739,11.426976,NONE,8080
28854000,16_frequency1.0,48.768745,11.427201,poi_abc_5,8080
28856000,16_frequency1.0,48.768746,11.427426,poi_abc_5,8080
28858000,16_frequency1.0,48.768729,11.427651,poi_abc_5,8080
28860000,16_frequency1.0,48.768712,11.427875,poi_abc_5,8080
28862000,16_frequency1.0,48.768706,11.428101,poi_abc_5,8080
28864000,16_frequency1.0,48.768723,11.428322,poi_abc_5,8080
28866000,16_frequency1.0,48.76878,11.428522,poi_abc_5,8080
28868000,16_frequency1.0,48.768876,11.42869,poi_abc_5,8080
28870000,16_frequency1.0,48.768996,11.428824,poi_abc_5,8080
28872000,16_frequency1.0,48.769096,11.428931,poi_abc_5,8080
28874000,16_frequency1.0,48.76903,11.429077,poi_abc_5,8080
28876000,16_frequency1.0,48.768935,11.429253,poi_abc_5,8080
28878000,16_frequency1.0,48.768804,11.429447,poi_abc_5,8080
28880000,16_frequency1.0,48.768643,11.429665,poi_abc_5,8080
28882000,16_frequency1.0,48.768461,11.429912,poi_abc_8,8080
28884000,16_frequency1.0,48.768276,11.430164,poi_abc_8,8080
28886000,16_frequency1.0,48.768092,11.430416,poi_abc_8,8080
28888000,16_frequency1.0,48.767975,11.430587,poi_abc_8,8080
28890000,16_frequency1.0,48.767954,11.430617,poi_abc_8,8080
28892000,16_frequency1.0,48.767954,11.430617,poi_abc_8,8080
28894000,16_frequency1.0,48.767954,11.430617,poi_abc_8,8080
28896000,16_frequency1.0,48.767954,11.430617,poi_abc_8,8080
28898000,16_frequency1.0,48.767949,11.430624,poi_abc_8,8080
28900000,16_frequency1.0,48.767926,11.430667,poi_abc_8,8080
28902000,16_frequency1.0,48.767891,11.430755,poi_abc_8,8080
28904000,16_frequency1.0,48.767808,11.430841,poi_abc_8,8080
28906000,16_frequency1.0,48.767682,11.430909,poi_abc_8,8080
28908000,16_frequency1.0,48.767535,11.43103,poi_abc_8,8080
28910000,16_frequency1.0,48.767357,11.431153,poi_abc_8,8080
28830000,h7802c1:1,48.780081,11.417855,NONE,8080
28832000,h7802c1:1,48.780079,11.417791,NONE,8080
28834000,h7802c1:1,48.780072,11.417617,NONE,8080
28836000,h7802c1:1,48.780064,11.417402,NONE,8080
28838000,h7802c1:1,48.780056,11.417187,NONE,8080
28840000,h7802c1:1,48.780048,11.416972,NONE,8080
28842000,h7802c1:1,48.780039,11.416757,NONE,8080
28844000,h7802c1:1,48.780031,11.416542,NONE,8080
28846000,h7802c1:1,48.780022,11.416327,NONE,8080
28848000,h7802c1:1,48.780014,11.416113,NONE,8080
28850000,h7802c1:1,48.780005,11.415898,NONE,8080
28852000,h7802c1:1,48.779997,11.415683,NONE,8080
28854000,h7802c1:1,48.779973,11.415472,NONE,8080
28856000,h7802c1:1,48.780063,11.415341,NONE,8080
28858000,h7802c1:1,48.780245,11.415214,NONE,8080
28860000,h7802c1:1,48.780461,11.415064,NONE,8080
28862000,h7802c1:1,48.780677,11.414913,NONE,8080
28841000,h10602c1:1,48.775061,11.437732,poi_abc_17,8080
28843000,h10602c1:1,48.775041,11.437674,poi_abc_17,8080
28845000,h10602c1:1,48.774989,11.437522,poi_abc_17,8080
28847000,h10602c1:1,48.774915,11.437305,poi_abc_17,8080
28849000,h10602c1:1,48.774854,11.43712,poi_abc_17,8080
28851000,h10602c1:1,48.774948,11.43702,poi_abc_17,8080
28853000,h10602c1:1,48.775128,11.436939,poi_abc_17,8080
28855000,h10602c1:1,48.775356,11.436766,poi_abc_17,8080
28857000,h10602c1:1,48.775535,11.436629,poi_abc_17,8080
28859000,h10602c1:1,48.775643,11.436762,poi_abc_17,8080
28861000,h10602c1:1,48.77577,11.436914,poi_abc_17,8080
28863000,h10602c1:1,48.775897,11.437066,poi_abc_17,8080
28865000,h10602c1:1,48.776024,11.437217,poi_abc_17,8080
28867000,h10602c1:1,48.776155,11.437361,poi_abc_17,8080
28869000,h10602c1:1,48.776291,11.437497,poi_abc_17,8080
28871000,h10602c1:1,48.77643,11.437624,poi_abc_17,8080
28873000,h10602c1:1,48.77657,11.437749,poi_abc_17,8080
28875000,h10602c1:1,48.776711,11.437872,poi_abc_17,8080
28877000,h10602c1:1,48.776853,11.437991,poi_abc_17,8080
28879000,h10602c1:1,48.776898,11.438139,poi_abc_17,8080
28886000,h15124c1:3,48.767342,11.431253,poi_abc_8,8080
28888000,h15124c1:3,48.767548,11.431118,poi_abc_8,8080
28890000,h15124c1:3,48.767744,11.430954,poi_abc_8,8080
28892000,h15124c1:3,48.767902,11.430856,poi_abc_8,8080
28894000,h15124c1:3,48.767989,11.430928,poi_abc_8,8080
28896000,h15124c1:3,48.768101,11.431124,poi_abc_8,8080
28898000,h15124c1:3,48.768246,11.431381,poi_abc_8,8080
